,Open_0,High_0,Low_0,Adj Close_0,Open_1,High_1,Low_1,Adj Close_1,Open_2,High_2,Low_2,Adj Close_2,Open_3,High_3,Low_3,Adj Close_3,Open_4,High_4,Low_4,Adj Close_4
44,8519.769531,8795.990234,8243.549805,8691.25,8683.209961,8683.209961,8187.47998,8378.950195,8375.919922,8599.099609,8143.589844,8175.77002,8178.720215,9082.080078,8174.72998,9065.120117,9062.330078,9363.320312,8890.290039,8990.959961
45,8375.919922,8599.099609,8143.589844,8175.77002,8178.720215,9082.080078,8174.72998,9065.120117,9062.330078,9363.320312,8890.290039,8990.959961,9004.660156,9266.469727,8976.870117,9180.69043,9179.089844,9454.360352,9119.200195,9325.009766
46,8178.720215,9082.080078,8174.72998,9065.120117,9062.330078,9363.320312,8890.290039,8990.959961,9004.660156,9266.469727,8976.870117,9180.69043,9179.089844,9454.360352,9119.200195,9325.009766,9326.040039,9410.549805,9255.480469,9319.830078
47,9062.330078,9363.320312,8890.290039,8990.959961,9004.660156,9266.469727,8976.870117,9180.69043,9179.089844,9454.360352,9119.200195,9325.009766,9326.040039,9410.549805,9255.480469,9319.830078,9323.889648,9653.950195,9323.889648,9625.280273
48,9004.660156,9266.469727,8976.870117,9180.69043,9179.089844,9454.360352,9119.200195,9325.009766,9326.040039,9410.549805,9255.480469,9319.830078,9323.889648,9653.950195,9323.889648,9625.280273,9616.599609,9616.599609,9111.469727,9139.269531
49,9179.089844,9454.360352,9119.200195,9325.009766,9326.040039,9410.549805,9255.480469,9319.830078,9323.889648,9653.950195,9323.889648,9625.280273,9616.599609,9616.599609,9111.469727,9139.269531,9134.009766,9155.44043,8637.169922,8695.790039
50,9326.040039,9410.549805,9255.480469,9319.830078,9323.889648,9653.950195,9323.889648,9625.280273,9616.599609,9616.599609,9111.469727,9139.269531,9134.009766,9155.44043,8637.169922,8695.790039,8696.030273,8961.570312,8696.030273,8943.80957
51,9323.889648,9653.950195,9323.889648,9625.280273,9616.599609,9616.599609,9111.469727,9139.269531,9134.009766,9155.44043,8637.169922,8695.790039,8696.030273,8961.570312,8696.030273,8943.80957,8946.599609,9159.580078,8760.459961,8870.540039
52,9616.599609,9616.599609,9111.469727,9139.269531,9134.009766,9155.44043,8637.169922,8695.790039,8696.030273,8961.570312,8696.030273,8943.80957,8946.599609,9159.580078,8760.459961,8870.540039,8864.320312,8867.910156,8560.709961,8693.959961
53,9134.009766,9155.44043,8637.169922,8695.790039,8696.030273,8961.570312,8696.030273,8943.80957,8946.599609,9159.580078,8760.459961,8870.540039,8864.320312,8867.910156,8560.709961,8693.959961,8684.519531,8684.599609,8265.290039,8282.660156
54,8696.030273,8961.570312,8696.030273,8943.80957,8946.599609,9159.580078,8760.459961,8870.540039,8864.320312,8867.910156,8560.709961,8693.959961,8684.519531,8684.599609,8265.290039,8282.660156,8281.139648,8876.589844,7965.419922,8835.25
55,8946.599609,9159.580078,8760.459961,8870.540039,8864.320312,8867.910156,8560.709961,8693.959961,8684.519531,8684.599609,8265.290039,8282.660156,8281.139648,8876.589844,7965.419922,8835.25,8822.19043,8923.179688,8469.990234,8497.30957
56,8864.320312,8867.910156,8560.709961,8693.959961,8684.519531,8684.599609,8265.290039,8282.660156,8281.139648,8876.589844,7965.419922,8835.25,8822.19043,8923.179688,8469.990234,8497.30957,8494.839844,8571.299805,8246.889648,8273.580078
57,8684.519531,8684.599609,8265.290039,8282.660156,8281.139648,8876.589844,7965.419922,8835.25,8822.19043,8923.179688,8469.990234,8497.30957,8494.839844,8571.299805,8246.889648,8273.580078,8273.339844,8477.950195,8105.439941,8424.75
58,8281.139648,8876.589844,7965.419922,8835.25,8822.19043,8923.179688,8469.990234,8497.30957,8494.839844,8571.299805,8246.889648,8273.580078,8273.339844,8477.950195,8105.439941,8424.75,8420.69043,8504.639648,7987.080078,7997.279785
59,8822.19043,8923.179688,8469.990234,8497.30957,8494.839844,8571.299805,8246.889648,8273.580078,8273.339844,8477.950195,8105.439941,8424.75,8420.69043,8504.639648,7987.080078,7997.279785,7995.529785,8187.399902,7506.970215,7552.290039
60,8273.339844,8477.950195,8105.439941,8424.75,8420.69043,8504.639648,7987.080078,7997.279785,7995.529785,8187.399902,7506.970215,7552.290039,7552.370117,8071.75,7449.379883,8046.419922,8048.089844,8599.019531,8048.089844,8443.389648
61,8420.69043,8504.639648,7987.080078,7997.279785,7995.529785,8187.399902,7506.970215,7552.290039,7552.370117,8071.75,7449.379883,8046.419922,8048.089844,8599.019531,8048.089844,8443.389648,8445.139648,8607.379883,8281.459961,8479.469727
62,7995.529785,8187.399902,7506.970215,7552.290039,7552.370117,8071.75,7449.379883,8046.419922,8048.089844,8599.019531,8048.089844,8443.389648,8445.139648,8607.379883,8281.459961,8479.469727,8464.490234,8726.610352,8311.169922,8726.610352
63,7552.370117,8071.75,7449.379883,8046.419922,8048.089844,8599.019531,8048.089844,8443.389648,8445.139648,8607.379883,8281.459961,8479.469727,8464.490234,8726.610352,8311.169922,8726.610352,8724.700195,8831.349609,8672.69043,8829.040039
64,8048.089844,8599.019531,8048.089844,8443.389648,8445.139648,8607.379883,8281.459961,8479.469727,8464.490234,8726.610352,8311.169922,8726.610352,8724.700195,8831.349609,8672.69043,8829.040039,8826.889648,8827.049805,8141.359863,8149.089844
65,8445.139648,8607.379883,8281.459961,8479.469727,8464.490234,8726.610352,8311.169922,8726.610352,8724.700195,8831.349609,8672.69043,8829.040039,8826.889648,8827.049805,8141.359863,8149.089844,8153.75,8437.169922,8143.509766,8419.089844
66,8464.490234,8726.610352,8311.169922,8726.610352,8724.700195,8831.349609,8672.69043,8829.040039,8826.889648,8827.049805,8141.359863,8149.089844,8153.75,8437.169922,8143.509766,8419.089844,8409.139648,8624.19043,8234.150391,8591.69043
67,8724.700195,8831.349609,8672.69043,8829.040039,8826.889648,8827.049805,8141.359863,8149.089844,8153.75,8437.169922,8143.509766,8419.089844,8409.139648,8624.19043,8234.150391,8591.69043,8587.070312,8631.990234,8259.400391,8376.240234
68,8826.889648,8827.049805,8141.359863,8149.089844,8153.75,8437.169922,8143.509766,8419.089844,8409.139648,8624.19043,8234.150391,8591.69043,8587.070312,8631.990234,8259.400391,8376.240234,8376.080078,8686.469727,8118.5,8635.419922
69,8153.75,8437.169922,8143.509766,8419.089844,8409.139648,8624.19043,8234.150391,8591.69043,8587.070312,8631.990234,8259.400391,8376.240234,8376.080078,8686.469727,8118.5,8635.419922,8637.650391,9026.410156,8637.490234,8934.179688
70,8409.139648,8624.19043,8234.150391,8591.69043,8587.070312,8631.990234,8259.400391,8376.240234,8376.080078,8686.469727,8118.5,8635.419922,8637.650391,9026.410156,8637.490234,8934.179688,8934.099609,8934.099609,8651.740234,8691.330078
71,8587.070312,8631.990234,8259.400391,8376.240234,8376.080078,8686.469727,8118.5,8635.419922,8637.650391,9026.410156,8637.490234,8934.179688,8934.099609,8934.099609,8651.740234,8691.330078,8693.0,8879.219727,8646.330078,8761.419922
72,8376.080078,8686.469727,8118.5,8635.419922,8637.650391,9026.410156,8637.490234,8934.179688,8934.099609,8934.099609,8651.740234,8691.330078,8693.0,8879.219727,8646.330078,8761.419922,8750.129883,8809.450195,8512.759766,8565.089844
73,8637.650391,9026.410156,8637.490234,8934.179688,8934.099609,8934.099609,8651.740234,8691.330078,8693.0,8879.219727,8646.330078,8761.419922,8750.129883,8809.450195,8512.759766,8565.089844,8563.099609,8682.570312,8347.80957,8629.679688
74,8934.099609,8934.099609,8651.740234,8691.330078,8693.0,8879.219727,8646.330078,8761.419922,8750.129883,8809.450195,8512.759766,8565.089844,8563.099609,8682.570312,8347.80957,8629.679688,8628.80957,8676.280273,8469.030273,8564.530273
75,8693.0,8879.219727,8646.330078,8761.419922,8750.129883,8809.450195,8512.759766,8565.089844,8563.099609,8682.570312,8347.80957,8629.679688,8628.80957,8676.280273,8469.030273,8564.530273,8565.650391,8958.790039,8565.650391,8924.139648
76,8563.099609,8682.570312,8347.80957,8629.679688,8628.80957,8676.280273,8469.030273,8564.530273,8565.650391,8958.790039,8565.650391,8924.139648,8921.910156,8961.259766,8778.070312,8824.339844,8823.94043,8883.360352,8527.410156,8604.990234
77,8628.80957,8676.280273,8469.030273,8564.530273,8565.650391,8958.790039,8565.650391,8924.139648,8921.910156,8961.259766,8778.070312,8824.339844,8823.94043,8883.360352,8527.410156,8604.990234,8606.5,8787.230469,8550.429688,8579.110352
78,8565.650391,8958.790039,8565.650391,8924.139648,8921.910156,8961.259766,8778.070312,8824.339844,8823.94043,8883.360352,8527.410156,8604.990234,8606.5,8787.230469,8550.429688,8579.110352,8573.370117,8601.410156,8372.019531,8519.69043
79,8921.910156,8961.259766,8778.070312,8824.339844,8823.94043,8883.360352,8527.410156,8604.990234,8606.5,8787.230469,8550.429688,8579.110352,8573.370117,8601.410156,8372.019531,8519.69043,8518.650391,8604.120117,8391.299805,8419.490234
80,8606.5,8787.230469,8550.429688,8579.110352,8573.370117,8601.410156,8372.019531,8519.69043,8518.650391,8604.120117,8391.299805,8419.490234,8416.860352,8498.5,8416.860352,8468.480469,8468.709961,8533.070312,8461.780273,8515.549805
81,8573.370117,8601.410156,8372.019531,8519.69043,8518.650391,8604.120117,8391.299805,8419.490234,8416.860352,8498.5,8416.860352,8468.480469,8468.709961,8533.070312,8461.780273,8515.549805,8515.870117,8530.679688,8364.05957,8483.929688
82,8518.650391,8604.120117,8391.299805,8419.490234,8416.860352,8498.5,8416.860352,8468.480469,8468.709961,8533.070312,8461.780273,8515.549805,8515.870117,8530.679688,8364.05957,8483.929688,8487.509766,8675.240234,8487.509766,8668.389648
83,8416.860352,8498.5,8416.860352,8468.480469,8468.709961,8533.070312,8461.780273,8515.549805,8515.870117,8530.679688,8364.05957,8483.929688,8487.509766,8675.240234,8487.509766,8668.389648,8666.480469,8842.660156,8664.889648,8776.389648
84,8468.709961,8533.070312,8461.780273,8515.549805,8515.870117,8530.679688,8364.05957,8483.929688,8487.509766,8675.240234,8487.509766,8668.389648,8666.480469,8842.660156,8664.889648,8776.389648,8772.25,9065.280273,8760.780273,9034.69043
85,8515.870117,8530.679688,8364.05957,8483.929688,8487.509766,8675.240234,8487.509766,8668.389648,8666.480469,8842.660156,8664.889648,8776.389648,8772.25,9065.280273,8760.780273,9034.69043,9027.129883,9034.370117,8892.360352,8952.889648
86,8666.480469,8842.660156,8664.889648,8776.389648,8772.25,9065.280273,8760.780273,9034.69043,9027.129883,9034.370117,8892.360352,8952.889648,8954.570312,9088.05957,8940.950195,9015.099609,8996.94043,8996.94043,8719.919922,8769.700195
87,8772.25,9065.280273,8760.780273,9034.69043,9027.129883,9034.370117,8892.360352,8952.889648,8954.570312,9088.05957,8940.950195,9015.099609,8996.94043,8996.94043,8719.919922,8769.700195,8769.94043,8770.019531,8651.19043,8742.459961
88,8954.570312,9088.05957,8940.950195,9015.099609,8996.94043,8996.94043,8719.919922,8769.700195,8769.94043,8770.019531,8651.19043,8742.459961,8738.799805,8769.620117,8576.959961,8599.179688,8599.259766,8602.599609,8421.080078,8473.969727
89,8769.94043,8770.019531,8651.19043,8742.459961,8738.799805,8769.620117,8576.959961,8599.179688,8599.259766,8602.599609,8421.080078,8473.969727,8474.610352,8522.080078,8376.879883,8448.55957,8446.009766,8446.25,8140.720215,8200.139648
90,8738.799805,8769.620117,8576.959961,8599.179688,8599.259766,8602.599609,8421.080078,8473.969727,8474.610352,8522.080078,8376.879883,8448.55957,8446.009766,8446.25,8140.720215,8200.139648,8196.240234,8286.160156,7995.129883,8212.490234
91,8599.259766,8602.599609,8421.080078,8473.969727,8474.610352,8522.080078,8376.879883,8448.55957,8446.009766,8446.25,8140.720215,8200.139648,8196.240234,8286.160156,7995.129883,8212.490234,8215.669922,8341.200195,8109.339844,8281.219727
92,8474.610352,8522.080078,8376.879883,8448.55957,8446.009766,8446.25,8140.720215,8200.139648,8196.240234,8286.160156,7995.129883,8212.490234,8215.669922,8341.200195,8109.339844,8281.219727,8279.629883,8291.980469,7939.930176,7949.089844
93,8446.009766,8446.25,8140.720215,8200.139648,8196.240234,8286.160156,7995.129883,8212.490234,8215.669922,8341.200195,8109.339844,8281.219727,8279.629883,8291.980469,7939.930176,7949.089844,7949.169922,8243.549805,7936.189941,8228.099609
94,8215.669922,8341.200195,8109.339844,8281.219727,8279.629883,8291.980469,7939.930176,7949.089844,7949.169922,8243.549805,7936.189941,8228.099609,8224.429688,8224.830078,7957.140137,8122.799805,8108.790039,8152.589844,7909.029785,8077.560059
95,8279.629883,8291.980469,7939.930176,7949.089844,7949.169922,8243.549805,7936.189941,8228.099609,8224.429688,8224.830078,7957.140137,8122.799805,8108.790039,8152.589844,7909.029785,8077.560059,8078.040039,8231.679688,8023.160156,8116.029785
96,7949.169922,8243.549805,7936.189941,8228.099609,8224.429688,8224.830078,7957.140137,8122.799805,8108.790039,8152.589844,7909.029785,8077.560059,8078.040039,8231.679688,8023.160156,8116.029785,8117.390137,8225.790039,8083.140137,8174.72998
97,8224.429688,8224.830078,7957.140137,8122.799805,8108.790039,8152.589844,7909.029785,8077.560059,8078.040039,8231.679688,8023.160156,8116.029785,8117.390137,8225.790039,8083.140137,8174.72998,8175.930176,8405.870117,8175.930176,8375.450195
98,8108.790039,8152.589844,7909.029785,8077.560059,8078.040039,8231.679688,8023.160156,8116.029785,8117.390137,8225.790039,8083.140137,8174.72998,8175.930176,8405.870117,8175.930176,8375.450195,8373.05957,8373.139648,8137.939941,8149.009766
99,8078.040039,8231.679688,8023.160156,8116.029785,8117.390137,8225.790039,8083.140137,8174.72998,8175.930176,8405.870117,8175.930176,8375.450195,8373.05957,8373.139648,8137.939941,8149.009766,8149.009766,8195.759766,7961.919922,8000.859863
100,8117.390137,8225.790039,8083.140137,8174.72998,8175.930176,8405.870117,8175.930176,8375.450195,8373.05957,8373.139648,8137.939941,8149.009766,8149.009766,8195.759766,7961.919922,8000.859863,8000.620117,8000.620117,7867.370117,7936.75
101,8175.930176,8405.870117,8175.930176,8375.450195,8373.05957,8373.139648,8137.939941,8149.009766,8149.009766,8195.759766,7961.919922,8000.859863,8000.620117,8000.620117,7867.370117,7936.75,7936.990234,8111.569824,7905.52002,8078.359863
102,8373.05957,8373.139648,8137.939941,8149.009766,8149.009766,8195.759766,7961.919922,8000.859863,8000.620117,8000.620117,7867.370117,7936.75,7936.990234,8111.569824,7905.52002,8078.359863,8070.319824,8162.149902,7929.259766,7956.660156
103,8000.620117,8000.620117,7867.370117,7936.75,7936.990234,8111.569824,7905.52002,8078.359863,8070.319824,8162.149902,7929.259766,7956.660156,7954.830078,8107.830078,7845.310059,8063.069824,8056.379883,8312.370117,8052.240234,8280.589844
104,7936.990234,8111.569824,7905.52002,8078.359863,8070.319824,8162.149902,7929.259766,7956.660156,7954.830078,8107.830078,7845.310059,8063.069824,8056.379883,8312.370117,8052.240234,8280.589844,8281.379883,8315.070312,8196.240234,8270.870117
105,7954.830078,8107.830078,7845.310059,8063.069824,8056.379883,8312.370117,8052.240234,8280.589844,8281.379883,8315.070312,8196.240234,8270.870117,8269.360352,8269.44043,7848.740234,7888.879883,7887.049805,7983.740234,7852.160156,7939.529785
106,8056.379883,8312.370117,8052.240234,8280.589844,8281.379883,8315.070312,8196.240234,8270.870117,8269.360352,8269.44043,7848.740234,7888.879883,7887.049805,7983.740234,7852.160156,7939.529785,7931.970215,7938.819824,7693.97998,7932.759766
107,8269.360352,8269.44043,7848.740234,7888.879883,7887.049805,7983.740234,7852.160156,7939.529785,7931.970215,7938.819824,7693.97998,7932.759766,7933.0,7970.839844,7840.450195,7850.410156,7845.629883,7845.629883,7551.009766,7552.600098
108,7887.049805,7983.740234,7852.160156,7939.529785,7931.970215,7938.819824,7693.97998,7932.759766,7933.0,7970.839844,7840.450195,7850.410156,7845.629883,7845.629883,7551.009766,7552.600098,7546.350098,7617.759766,7479.970215,7555.629883
109,7931.970215,7938.819824,7693.97998,7932.759766,7933.0,7970.839844,7840.450195,7850.410156,7845.629883,7845.629883,7551.009766,7552.600098,7546.350098,7617.759766,7479.970215,7555.629883,7555.22998,7614.970215,7447.549805,7465.950195
110,7933.0,7970.839844,7840.450195,7850.410156,7845.629883,7845.629883,7551.009766,7552.600098,7546.350098,7617.759766,7479.970215,7555.629883,7555.22998,7614.970215,7447.549805,7465.950195,7461.490234,7469.290039,7249.470215,7365.669922
111,7845.629883,7845.629883,7551.009766,7552.600098,7546.350098,7617.759766,7479.970215,7555.629883,7555.22998,7614.970215,7447.549805,7465.950195,7461.490234,7469.290039,7249.470215,7365.669922,7365.990234,7441.02002,7105.939941,7114.779785
112,7546.350098,7617.759766,7479.970215,7555.629883,7555.22998,7614.970215,7447.549805,7465.950195,7461.490234,7469.290039,7249.470215,7365.669922,7365.990234,7441.02002,7105.939941,7114.779785,7115.339844,7378.970215,7114.299805,7350.939941
